index,Ikz2_0,Ikz2_995,Ikz2_4844,Ikz2_8757,Ikz2_12635,Ikz2_16102,Ikz2_19470,Uobr_0,Uobr_995,Uobr_4844,Uobr_8757,Uobr_12635,Uobr_16102,Uobr_19470,Uzp_0,Uzp_995,Uzp_4844,Uzp_8757,Uzp_12635,Uzp_16102,Uzp_19470,Iutz1_0,Iutz1_995,Iutz1_4844,Iutz1_8757,Iutz1_12635,Iutz1_16102,Iutz1_19470,Iutz2_0,Iutz2_995,Iutz2_4844,Iutz2_8757,Iutz2_12635,Iutz2_16102,Iutz2_19470,Usi_0,Usi_995,Usi_4844,Usi_8757,Usi_12635,Usi_16102,Usi_19470,Rsi_0,Rsi_995,Rsi_4844,Rsi_8757,Rsi_12635,Rsi_16102,Rsi_19470,Is_0,Is_995,Is_4844,Is_8757,Is_12635,Is_16102,Is_19470
130,1.830,1.830,1.820,1.815,1.810,1.810,1.810,0.700,0.698,0.692,0.692,0.691,0.688,0.688,2.843,2.702,2.667,2.465,2.441,2.333,2.322,18.320,18.345,18.220,16.538,14.855,10.805,10.520,21.480,20.390,19.938,19.485,18.795,18.105,17.850,4.020,4.020,4.020,4.030,4.050,3.950,3.940,509.200,510.028,510.855,514.819,518.782,522.691,521.590,6.024,6.032,6.046,6.060,6.074,6.088,6.040
131,1.825,1.825,1.825,1.820,1.815,1.815,1.815,0.703,0.700,0.699,0.698,0.698,0.698,0.698,3.204,3.057,2.940,2.870,2.869,2.845,2.835,18.500,19.345,19.340,18.350,17.360,15.520,15.040,20.000,19.895,19.790,19.045,18.300,17.960,17.620,3.980,3.980,3.970,3.990,4.010,3.910,3.900,507.700,508.196,508.691,512.664,516.636,507.091,505.420,6.204,6.204,6.217,6.230,6.243,6.256,6.240
132,1.830,1.825,1.820,1.820,1.820,1.820,1.820,0.702,0.701,0.700,0.699,0.699,0.698,0.698,3.318,3.308,3.291,3.266,3.258,3.252,3.248,17.870,19.300,19.025,18.148,17.270,11.955,11.715,20.350,20.195,19.393,18.590,17.698,16.805,10.195,3.870,3.880,3.860,3.890,3.910,3.810,3.800,507.600,508.010,508.419,512.546,516.672,507.782,504.790,6.176,6.204,6.215,6.226,6.237,6.248,6.210
133,1.825,1.825,1.825,1.820,1.815,1.815,1.815,0.698,0.699,0.697,0.695,0.694,0.693,0.693,2.913,2.816,2.808,2.652,2.640,2.564,2.554,19.040,18.935,19.525,18.695,17.865,12.190,12.005,21.000,20.395,20.050,19.705,17.555,15.405,15.000,3.960,3.970,3.960,3.980,4.000,3.900,3.900,509.000,509.410,509.819,513.873,517.927,522.182,521.210,6.064,6.096,6.094,6.092,6.090,6.088,6.070
134,1.825,1.825,1.820,1.820,1.820,1.820,1.820,0.700,0.700,0.699,0.699,0.699,0.698,0.697,2.931,2.930,2.922,2.918,2.911,2.907,2.902,17.360,17.995,18.105,17.935,17.680,15.633,13.585,22.090,20.638,19.185,18.185,15.878,13.570,13.480,3.900,3.910,3.900,3.930,3.960,3.860,3.840,508.600,509.064,509.528,513.664,517.800,519.546,520.920,6.060,6.096,6.102,6.108,6.114,6.120,6.030
135,1.830,1.830,1.825,1.820,1.820,1.820,1.815,0.702,0.702,0.700,0.699,0.698,0.698,0.698,3.300,3.282,3.247,3.204,3.203,3.197,3.189,20.560,19.945,19.565,15.925,13.960,12.270,12.005,20.890,20.730,20.570,19.375,18.223,17.070,15.445,3.910,3.920,3.920,3.930,3.950,3.850,3.840,508.400,508.746,509.091,513.218,517.345,521.637,520.330,6.072,6.104,6.111,6.118,6.125,6.132,6.110
136,1.830,1.830,1.820,1.820,1.815,1.815,1.815,0.701,0.700,0.699,0.698,0.698,0.697,0.697,3.107,3.097,3.089,3.082,3.071,3.065,3.063,19.690,18.960,19.030,15.980,14.968,13.955,13.180,20.400,20.200,19.465,18.800,18.745,18.690,18.650,3.910,3.920,3.910,3.920,3.940,3.850,3.830,508.600,508.855,509.110,513.246,517.382,521.837,520.130,6.076,6.064,6.087,6.110,6.133,6.156,6.110
138,1.830,1.825,1.825,1.820,1.815,1.810,1.810,0.700,0.700,0.699,0.698,0.698,0.697,0.697,3.274,3.168,3.098,3.079,3.060,3.054,3.049,17.930,17.890,16.805,15.720,14.775,14.690,14.070,19.600,20.350,19.995,18.710,16.413,14.115,14.000,3.820,3.830,3.810,3.830,3.840,3.750,3.740,502.700,503.160,503.619,504.301,504.982,493.328,491.530,6.316,6.360,6.372,6.384,6.396,6.408,6.370
139,1.830,1.825,1.820,1.820,1.820,1.815,1.815,0.700,0.694,0.688,0.683,0.681,0.679,0.675,2.905,2.687,2.527,2.254,2.221,2.156,2.090,17.810,18.890,18.335,18.110,17.885,13.540,12.650,24.000,23.430,23.085,19.850,17.768,15.685,11.870,3.960,3.970,3.950,3.980,4.000,3.910,3.890,507.800,508.091,508.382,512.418,516.454,506.273,504.920,6.224,6.228,6.239,6.250,6.261,6.272,6.240
140,1.825,1.825,1.820,1.820,1.820,1.820,1.815,0.703,0.702,0.699,0.697,0.696,0.696,0.695,2.878,2.860,2.799,2.630,2.623,2.599,2.575,18.970,18.930,17.943,16.955,14.575,12.060,11.725,23.000,20.085,19.945,19.805,18.588,17.370,12.605,4.200,4.200,4.200,4.220,4.240,4.140,4.130,510.500,510.632,510.764,514.964,519.163,523.473,521.750,5.884,5.912,5.920,5.928,5.936,5.944,5.900
141,1.830,1.825,1.820,1.820,1.815,1.815,1.815,0.697,0.695,0.690,0.688,0.688,0.687,0.685,2.799,2.702,2.592,2.481,2.465,2.409,2.353,18.750,18.205,16.818,15.430,15.130,13.775,13.420,20.000,19.495,19.108,18.720,18.063,17.405,17.340,3.800,3.810,3.800,3.820,3.840,3.740,3.730,494.900,495.950,497.000,498.037,499.073,487.237,486.300,6.424,6.428,6.438,6.448,6.458,6.468,6.430
142,1.830,1.825,1.825,1.820,1.815,1.815,1.810,0.699,0.699,0.697,0.696,0.696,0.696,0.696,2.949,2.930,2.905,2.810,2.810,2.775,2.763,19.660,18.990,18.700,18.388,18.075,13.265,13.170,21.000,20.455,19.610,18.765,18.215,16.360,16.000,3.920,3.920,3.910,3.920,3.940,3.840,3.830,508.300,508.305,508.310,512.310,516.309,500.764,499.640,6.232,6.272,6.288,6.304,6.320,6.336,6.330
143,1.830,1.830,1.825,1.820,1.820,1.820,1.815,0.702,0.700,0.693,0.685,0.684,0.679,0.677,2.641,2.561,2.492,2.175,2.150,2.035,2.019,18.640,18.615,17.600,16.585,16.480,16.605,16.385,20.300,20.205,19.948,19.690,18.333,16.975,15.680,4.370,4.380,4.380,4.410,4.440,4.340,4.340,511.100,511.078,511.055,515.573,520.091,523.782,522.280,5.820,5.820,5.829,5.838,5.847,5.856,5.820
144,1.825,1.825,1.825,1.820,1.820,1.820,1.815,0.698,0.696,0.685,0.673,0.673,0.672,0.660,2.588,2.473,2.342,1.991,1.948,1.905,1.791,18.850,18.085,18.390,15.885,15.588,15.290,15.290,24.440,21.823,19.205,16.643,14.080,13.018,11.955,4.210,4.210,4.210,4.240,4.270,4.170,4.160,510.200,510.091,509.982,514.382,518.782,522.691,521.370,5.928,5.932,5.943,5.954,5.965,5.976,5.940
145,1.830,1.825,1.825,1.825,1.820,1.820,1.815,0.688,0.687,0.684,0.680,0.675,0.672,0.653,2.469,2.447,2.404,1.978,1.926,1.914,1.753,21.780,20.553,19.325,18.620,17.915,13.920,13.275,21.550,20.700,20.315,19.930,19.045,15.465,11.805,3.940,3.940,3.930,3.960,3.990,3.890,3.870,508.200,508.100,508.000,512.309,516.618,521.255,519.970,6.148,6.168,6.156,6.144,6.132,6.120,6.120
146,1.830,1.830,1.825,1.825,1.820,1.820,1.820,0.697,0.696,0.689,0.687,0.686,0.682,0.682,2.729,2.667,2.632,2.377,2.357,2.202,2.189,19.010,17.890,17.100,16.310,15.828,15.345,15.060,21.000,20.730,20.695,19.770,17.498,15.225,12.735,3.860,3.860,3.850,3.870,3.890,3.790,3.790,504.000,504.055,504.110,505.855,507.600,494.837,494.100,6.304,6.360,6.363,6.366,6.369,6.372,6.350
147,1.825,1.825,1.820,1.820,1.820,1.820,1.820,0.701,0.700,0.699,0.698,0.698,0.698,0.698,2.922,2.922,2.922,2.918,2.913,2.907,2.905,20.020,19.710,19.400,18.670,17.940,13.260,13.185,23.550,18.960,18.440,17.920,16.670,16.135,16.000,3.930,3.930,3.920,3.940,3.960,3.860,3.850,508.600,508.564,508.528,512.791,517.054,521.309,519.260,6.076,6.096,6.103,6.110,6.117,6.124,6.080
148,1.830,1.830,1.825,1.820,1.820,1.820,1.820,0.695,0.693,0.688,0.678,0.676,0.674,0.673,2.588,2.500,2.465,2.120,2.098,1.995,1.987,19.520,18.930,19.275,19.033,18.790,18.745,18.725,21.500,21.000,20.740,18.785,16.555,16.053,15.550,3.900,3.900,3.890,3.910,3.940,3.840,3.830,507.600,507.300,507.000,511.291,515.582,508.909,507.020,6.192,6.216,6.225,6.234,6.243,6.252,6.190
149,1.825,1.825,1.825,1.825,1.825,1.825,1.820,0.699,0.699,0.692,0.692,0.692,0.691,0.689,2.878,2.790,2.782,2.582,2.570,2.492,2.467,17.660,19.660,18.240,17.685,16.365,15.918,15.470,24.000,23.315,20.795,18.005,17.000,16.000,14.935,3.870,3.880,3.870,3.890,3.910,3.810,3.790,507.000,507.264,507.528,509.382,511.236,496.800,495.970,6.284,6.312,6.326,6.340,6.354,6.368,6.320
150,1.825,1.825,1.825,1.820,1.820,1.820,1.820,0.699,0.699,0.693,0.691,0.691,0.691,0.688,2.764,2.734,2.703,2.432,2.393,2.353,2.265,19.760,19.665,19.420,15.190,14.850,14.770,14.570,24.000,23.180,21.395,18.825,17.925,16.830,15.735,4.030,4.030,4.020,4.040,4.050,3.960,3.940,508.100,507.796,507.491,511.591,515.691,515.000,512.120,6.144,6.188,6.202,6.216,6.230,6.244,6.190
151,1.825,1.825,1.820,1.820,1.815,1.815,1.815,0.689,0.688,0.687,0.686,0.686,0.687,0.686,2.817,2.816,2.808,2.789,2.770,2.764,2.756,20.300,20.025,19.750,16.635,18.265,17.878,17.490,24.000,23.780,22.085,20.390,18.965,14.855,11.870,3.630,3.650,3.640,3.650,3.670,3.570,3.560,470.000,471.146,472.291,472.755,473.218,461.800,460.640,6.748,6.724,6.749,6.774,6.799,6.824,6.770
152,1.825,1.825,1.820,1.820,1.820,1.820,1.820,0.695,0.695,0.690,0.688,0.688,0.687,0.685,2.632,2.614,2.606,2.413,2.401,2.325,2.300,22.290,22.185,19.610,17.035,18.225,13.085,16.510,21.500,21.120,20.353,19.585,18.525,16.390,15.150,3.850,3.860,3.850,3.870,3.880,3.790,3.780,507.700,507.260,506.819,510.928,515.036,506.400,505.520,6.180,6.216,6.232,6.248,6.264,6.280,6.220
153,1.830,1.830,1.825,1.820,1.820,1.820,1.815,0.701,0.700,0.699,0.697,0.697,0.696,0.696,2.913,2.878,2.861,2.753,2.746,2.711,2.696,18.850,18.745,16.863,14.980,14.855,14.775,14.620,20.320,20.195,19.453,18.710,16.170,15.640,15.110,3.970,3.960,3.950,3.970,3.990,3.890,3.870,508.800,508.373,507.946,512.028,516.109,520.746,519.010,6.076,6.076,6.088,6.100,6.112,6.124,6.110
154,1.830,1.825,1.825,1.820,1.820,1.820,1.815,0.698,0.696,0.692,0.689,0.689,0.689,0.688,2.764,2.675,2.641,2.410,2.399,2.371,2.368,19.790,19.575,18.565,16.805,15.300,13.010,12.795,23.500,22.930,20.955,19.945,17.353,14.760,13.640,4.010,3.990,3.990,4.010,4.040,3.910,3.900,509.300,508.941,508.582,512.791,517.000,521.037,519.550,5.976,6.060,6.068,6.076,6.084,6.092,6.070
155,1.830,1.825,1.825,1.820,1.820,1.820,1.820,0.699,0.699,0.698,0.698,0.697,0.696,0.695,2.957,2.921,2.905,2.834,2.831,2.828,2.822,18.810,18.660,16.940,16.335,16.300,16.093,15.885,23.380,22.238,21.095,18.820,17.615,17.000,16.000,3.920,3.910,3.890,3.920,3.960,3.820,3.810,507.300,507.350,507.400,510.927,514.454,496.709,495.790,6.228,6.316,6.328,6.340,6.352,6.364,6.340
156,1.825,1.825,1.825,1.820,1.820,1.820,1.815,0.697,0.697,0.695,0.693,0.693,0.692,0.692,2.852,2.807,2.742,2.676,2.691,2.666,2.641,18.760,18.670,17.995,17.320,15.930,15.580,14.855,23.550,21.000,20.175,19.350,19.038,18.725,10.270,3.820,3.840,3.820,3.860,3.890,3.760,3.750,499.200,500.119,501.037,504.991,508.945,491.509,491.010,6.384,6.372,6.391,6.410,6.429,6.448,6.390
157,1.825,1.825,1.825,1.825,1.820,1.820,1.820,0.697,0.696,0.690,0.690,0.690,0.689,0.689,2.764,2.713,2.611,2.509,2.500,2.459,2.450,18.630,18.408,18.185,17.770,17.355,15.085,14.590,21.000,20.805,20.033,19.260,18.565,15.395,13.210,3.800,3.810,3.800,3.830,3.850,3.740,3.730,507.900,507.578,507.255,510.846,514.436,498.037,496.930,6.288,6.316,6.334,6.352,6.370,6.388,6.310
158,1.830,1.830,1.825,1.820,1.820,1.820,1.815,0.704,0.704,0.703,0.702,0.702,0.701,0.701,3.327,3.317,3.309,3.274,3.273,3.270,3.269,17.800,18.020,17.388,16.755,13.865,13.265,13.145,23.500,23.000,22.605,20.270,17.400,14.693,11.985,4.130,4.210,4.190,4.200,4.210,4.110,4.100,511.200,510.973,510.746,514.755,518.763,523.255,521.700,5.828,5.820,5.834,5.848,5.862,5.876,5.790
159,1.830,1.830,1.825,1.820,1.820,1.815,1.815,0.699,0.698,0.693,0.693,0.693,0.692,0.690,2.799,2.773,2.746,2.542,2.517,2.492,2.424,21.300,19.330,18.690,15.995,14.135,14.080,14.025,21.560,20.490,19.645,19.190,18.505,17.820,10.805,3.970,3.970,3.960,3.980,4.000,3.910,3.890,508.100,507.596,507.091,510.764,514.436,503.509,501.280,6.260,6.248,6.255,6.262,6.269,6.276,6.300
162,1.830,1.825,1.825,1.825,1.825,1.825,1.820,0.700,0.696,0.691,0.668,0.666,0.662,0.657,2.641,2.464,2.440,1.929,1.911,1.905,1.740,20.260,19.565,18.870,16.685,16.210,14.900,12.655,21.600,21.020,20.440,20.045,17.725,15.405,13.455,4.170,4.160,4.170,4.190,4.210,4.100,4.110,509.800,509.400,509.000,512.727,516.454,521.528,519.620,5.944,5.968,5.991,6.014,6.037,6.060,6.000
163,1.830,1.825,1.825,1.820,1.820,1.820,1.820,0.702,0.701,0.701,0.700,0.699,0.700,0.699,3.291,3.282,3.256,3.230,3.227,3.221,3.217,18.980,18.850,18.870,17.660,16.450,15.780,15.400,20.820,20.405,20.045,17.885,17.375,16.865,14.590,3.920,3.930,3.910,3.930,3.950,3.850,3.840,508.100,507.650,507.200,510.882,514.563,519.691,515.480,6.120,6.184,6.189,6.194,6.199,6.204,6.170
164,1.825,1.825,1.825,1.825,1.825,1.820,1.820,0.701,0.700,0.698,0.697,0.696,0.695,0.695,2.913,2.869,2.800,2.731,2.684,2.591,2.591,20.600,19.725,18.850,17.853,16.855,14.955,14.880,20.620,20.290,20.130,19.680,18.825,17.215,15.605,3.930,3.940,3.920,3.940,3.970,3.860,3.850,508.300,507.723,507.146,510.937,514.727,520.273,518.860,6.064,6.132,6.141,6.150,6.159,6.168,6.090
165,1.825,1.825,1.825,1.820,1.820,1.820,1.820,0.699,0.699,0.698,0.697,0.697,0.697,0.695,3.045,3.036,3.037,3.033,3.029,3.028,3.025,18.900,18.640,18.635,18.015,17.395,16.085,12.250,19.790,19.550,19.315,19.000,18.000,15.000,11.955,3.880,3.890,3.880,3.900,3.920,3.820,3.810,507.800,507.364,506.928,510.510,514.091,514.437,511.320,6.180,6.192,6.196,6.200,6.204,6.208,6.160
166,1.830,1.825,1.825,1.825,1.820,1.820,1.820,0.698,0.697,0.691,0.681,0.679,0.672,0.671,2.676,2.579,2.516,2.131,2.111,1.912,1.903,19.950,19.830,18.940,17.770,16.600,14.770,14.105,20.060,20.030,20.000,19.725,18.903,18.080,17.400,4.100,4.110,4.160,4.160,4.160,4.060,4.060,509.600,509.364,509.128,512.864,516.600,521.600,519.390,5.956,5.992,6.003,6.014,6.025,6.036,5.940
167,1.825,1.825,1.825,1.820,1.820,1.820,1.820,0.696,0.696,0.693,0.691,0.691,0.689,0.688,2.729,2.675,2.597,2.518,2.517,2.413,2.406,21.680,21.170,19.700,16.415,15.795,15.175,14.685,21.930,21.465,21.000,20.705,19.240,17.775,14.130,3.840,3.850,3.840,3.860,3.880,3.770,3.770,497.500,498.178,498.855,500.355,501.854,488.128,487.010,6.376,6.444,6.449,6.454,6.459,6.464,6.440
168,1.830,1.825,1.825,1.825,1.820,1.820,1.815,0.700,0.699,0.698,0.697,0.698,0.698,0.697,3.300,3.299,3.283,3.274,3.265,3.259,3.252,20.200,20.070,19.885,18.543,17.200,12.775,12.320,21.970,21.435,20.900,18.650,16.763,14.875,12.055,3.830,3.840,3.830,3.850,3.860,3.760,3.750,508.000,507.346,506.691,508.464,510.236,499.164,498.550,6.252,6.300,6.307,6.314,6.321,6.328,6.320
170,1.825,1.825,1.825,1.820,1.820,1.820,1.820,0.697,0.696,0.690,0.688,0.687,0.685,0.684,2.703,2.614,2.597,2.393,2.328,2.263,2.242,18.480,18.225,17.350,16.475,15.495,15.365,14.410,21.000,20.500,20.243,19.985,19.133,18.280,16.090,3.960,3.970,3.970,3.990,4.010,3.890,3.880,508.800,508.210,507.619,511.410,515.200,520.473,517.720,6.056,6.064,6.075,6.086,6.097,6.108,6.060
171,1.830,1.825,1.825,1.820,1.820,1.820,1.820,0.697,0.697,0.690,0.689,0.689,0.689,0.686,2.720,2.711,2.682,2.474,2.473,2.388,2.336,19.700,18.935,17.193,15.450,15.115,14.970,14.825,20.870,20.575,20.265,19.565,19.223,18.880,17.815,3.880,3.900,3.880,3.900,3.920,3.810,3.800,506.700,506.714,506.728,509.855,512.982,497.273,496.550,6.316,6.300,6.327,6.354,6.381,6.408,6.320
172,1.830,1.825,1.825,1.825,1.825,1.825,1.825,0.701,0.700,0.700,0.699,0.699,0.699,0.698,3.318,3.308,3.283,3.279,3.262,3.253,3.243,18.690,18.815,17.585,16.355,15.955,14.278,12.600,21.000,20.545,19.488,18.430,17.510,16.590,11.640,3.860,3.870,3.870,3.890,3.910,3.800,3.790,508.000,505.900,503.800,508.618,513.436,513.400,510.950,6.136,6.180,6.198,6.216,6.234,6.252,6.190
173,1.830,1.830,1.825,1.820,1.820,1.820,1.820,0.699,0.698,0.697,0.696,0.696,0.696,0.695,2.887,2.886,2.870,2.855,2.840,2.834,2.829,18.200,18.045,17.253,16.460,15.905,13.680,13.315,23.090,21.495,20.735,19.975,18.230,16.775,16.000,3.870,3.890,3.880,3.840,3.800,3.800,3.790,507.900,507.305,506.710,502.355,498.000,499.473,498.880,6.256,6.276,6.290,6.304,6.318,6.332,6.320
174,1.830,1.825,1.825,1.825,1.820,1.820,1.820,0.695,0.693,0.687,0.681,0.681,0.675,0.672,2.571,2.491,2.420,2.219,2.168,2.061,2.004,21.810,19.330,18.735,17.075,16.770,16.220,15.700,20.810,20.293,19.775,19.770,19.240,18.710,14.300,3.990,3.990,3.980,4.070,4.160,3.910,3.910,507.600,506.982,506.364,511.209,516.054,503.928,503.280,6.212,6.272,6.277,6.282,6.287,6.292,6.280
175,1.825,1.830,1.825,1.825,1.825,1.825,1.820,0.698,0.698,0.697,0.696,0.696,0.696,0.693,2.887,2.874,2.861,2.764,2.752,2.740,2.739,18.700,18.665,17.493,16.320,15.983,15.645,15.065,20.250,19.743,19.235,18.870,18.003,17.135,11.815,3.870,3.900,3.870,3.920,3.960,3.810,3.800,507.500,506.796,506.091,510.155,514.218,511.728,510.500,6.168,6.132,6.164,6.196,6.228,6.260,6.210
176,1.825,1.825,1.820,1.820,1.820,1.820,1.815,0.701,0.700,0.700,0.699,0.698,0.697,0.697,2.975,2.958,2.940,2.863,2.854,2.845,2.845,19.530,19.430,19.340,18.980,18.620,15.645,15.350,21.310,21.155,20.405,19.815,17.995,16.175,13.515,3.900,3.900,3.890,3.940,3.990,3.830,3.810,508.100,507.350,506.600,509.773,512.945,501.164,499.570,6.268,6.320,6.324,6.328,6.332,6.336,6.320
177,1.825,1.825,1.820,1.820,1.820,1.820,1.820,0.701,0.700,0.700,0.699,0.699,0.697,0.696,3.300,3.291,3.256,3.230,3.221,3.215,3.212,21.480,19.050,18.605,18.160,17.760,16.810,16.295,19.590,18.088,16.585,16.488,16.390,15.543,14.695,3.850,3.860,3.850,3.870,3.900,3.780,3.770,507.500,506.760,506.019,509.637,513.254,509.218,507.770,6.156,6.160,6.183,6.206,6.229,6.252,6.230
178,1.825,1.825,1.825,1.820,1.820,1.820,1.820,0.702,0.701,0.700,0.699,0.700,0.700,0.700,3.388,3.379,3.379,3.371,3.370,3.368,3.368,18.580,18.580,18.340,18.333,18.325,16.185,16.040,21.520,21.210,19.398,17.585,16.410,15.235,13.475,3.910,3.920,3.900,3.920,3.940,3.840,3.830,508.200,507.391,506.582,510.000,513.418,519.673,517.240,6.112,6.156,6.159,6.162,6.165,6.168,6.160
179,1.825,1.825,1.825,1.825,1.825,1.820,1.820,0.696,0.696,0.695,0.695,0.694,0.694,0.693,2.667,2.649,2.641,2.597,2.594,2.591,2.589,18.900,18.690,18.480,17.355,17.210,17.065,15.310,20.510,20.323,20.135,19.905,19.878,19.850,10.175,3.800,3.810,3.800,3.830,3.850,3.750,3.740,496.300,497.096,497.891,500.000,502.109,489.164,488.810,6.388,6.444,6.453,6.462,6.471,6.480,6.420
180,1.825,1.825,1.825,1.825,1.825,1.825,1.825,0.701,0.700,0.698,0.696,0.696,0.696,0.697,3.019,2.965,2.957,2.887,2.886,2.874,2.868,20.610,18.950,17.720,16.485,15.335,14.185,13.855,20.410,20.330,19.820,19.310,17.315,15.320,12.705,3.930,3.930,3.930,3.940,3.960,3.860,3.850,508.600,507.719,506.837,510.246,513.654,519.618,517.240,6.120,6.136,6.147,6.158,6.169,6.180,6.160
181,1.825,1.825,1.825,1.825,1.820,1.820,1.820,0.701,0.699,0.695,0.694,0.693,0.693,0.693,2.837,2.754,2.647,2.540,2.537,2.515,2.492,20.510,20.240,18.455,16.670,15.700,13.915,15.305,24.000,23.945,22.155,20.365,16.315,14.185,12.055,4.050,4.040,4.060,4.090,4.110,3.980,3.970,507.600,506.837,506.073,509.418,512.763,510.146,508.950,6.184,6.216,6.223,6.230,6.237,6.244,6.220
183,1.830,1.830,1.830,1.815,1.815,1.810,1.805,0.696,0.696,0.695,0.693,0.693,0.693,0.692,2.870,2.860,2.852,2.830,2.807,2.801,2.801,19.580,18.410,17.470,16.525,15.775,14.165,13.740,21.910,19.610,19.050,17.410,15.770,12.893,10.015,3.640,3.660,3.700,3.700,3.710,3.580,3.570,490.000,489.991,489.982,490.455,490.927,474.582,473.280,6.596,6.596,6.610,6.624,6.638,6.652,6.600
184,1.825,1.825,1.820,1.820,1.820,1.820,1.815,0.701,0.700,0.698,0.696,0.695,0.695,0.695,3.414,3.241,2.861,2.729,2.719,2.705,2.694,18.730,19.055,17.660,16.260,15.490,15.100,14.745,24.000,23.690,21.878,20.065,18.385,16.705,16.000,3.900,3.920,3.890,3.910,3.930,3.840,3.830,507.700,508.014,508.328,511.773,515.218,499.346,498.240,6.256,6.328,6.336,6.344,6.352,6.360,6.330
185,1.830,1.825,1.820,1.820,1.820,1.820,1.815,0.699,0.697,0.691,0.691,0.690,0.689,0.688,2.878,2.746,2.633,2.520,2.506,2.485,2.395,20.770,18.850,17.645,16.435,15.745,14.390,14.240,20.500,20.315,20.120,19.925,19.510,19.095,18.685,3.870,3.870,3.860,3.880,3.890,3.800,3.780,505.400,506.073,506.746,507.673,508.600,495.128,494.520,6.280,6.348,6.355,6.362,6.369,6.376,6.350
186,1.825,1.825,1.825,1.825,1.825,1.820,1.820,0.699,0.699,0.697,0.695,0.695,0.695,0.693,2.922,2.913,2.852,2.731,2.714,2.696,2.694,18.820,18.515,18.035,17.365,17.120,16.138,15.155,20.020,19.893,19.765,19.755,18.580,17.405,17.000,3.910,3.920,3.910,3.930,3.940,3.850,3.840,508.200,508.037,507.873,511.628,515.382,500.073,499.100,6.300,6.296,6.314,6.332,6.350,6.368,6.320
187,1.830,1.825,1.825,1.825,1.825,1.825,1.825,0.693,0.686,0.678,0.668,0.665,0.659,0.656,2.509,2.289,2.156,1.920,1.909,1.740,1.740,19.130,18.885,17.968,17.050,16.915,16.885,16.330,21.000,20.640,20.500,20.360,19.675,18.835,12.005,3.890,3.900,3.900,3.910,3.920,3.820,3.810,507.900,507.632,507.364,512.064,516.763,502.455,501.040,6.268,6.288,6.300,6.312,6.324,6.336,6.290
